int_id,date,Number_of_Hard_Brakes,Total_CO2,Number_of_Stops,Number_of_Vehicles,Average_Number_of_Hard_Brakes,Average_CO2,Average_Number_of_Stops,Total_length,Latitude,Longitude
680,2021-04-11,4,998207.5737,31,5251,0.000767577,191.5503738,0.005948724,0.992420756,29.55639857,-98.485132
682,2021-04-11,2,464588.319,0,2866,0.000920878,213.914516,0.0,0.757795189,29.34826627,-98.42519233
685,2021-04-11,5,34665.73146,17,662,0.020556591,142.5218527,0.069892409,0.367418415,29.52108673,-98.51089436
695,2021-04-11,2,141671.5223,18,2663,0.001959979,138.8365761,0.017639807,0.383184117,29.40790798,-98.55683414
696,2021-04-11,1,33041.65085,1,627,0.008782523,290.1890644,0.008782523,0.181598875,29.40452127,-98.55671178
697,2021-04-11,1,60823.33123,13,721,0.007426687,451.7158371,0.09654693,0.186753874,29.40438776,-98.55710538
698,2021-04-11,4,19070.97484,2,440,0.048847366,232.8917222,0.024423683,0.186108481,29.5230926,-98.51525983
699,2021-04-11,2,158952.0339,6,4957,0.000987062,78.44779297,0.002961187,0.408758165,29.52068217,-98.5074009
700,2021-04-11,7,134741.8034,18,2508,0.004633032,89.18043384,0.01191351,0.60242813,29.40406128,-98.54894142
701,2021-04-11,2,98000.7713,1,3469,0.002337965,114.5611998,0.001168983,0.246596916,29.40506843,-98.55706366
702,2021-04-11,2,48483.44281,0,703,0.008745722,212.0113653,0.0,0.325296195,29.40173512,-98.55742308
703,2021-04-11,4,53537.87778,0,566,0.023353179,312.5699042,0.0,0.302619954,29.40489179,-98.56055444
704,2021-04-11,1,44748.92587,0,1263,0.001682244,75.27860781,0.0,0.470660429,29.40522139,-98.55483321
707,2021-04-11,5,25438.42652,32,1516,0.01758358,89.45972314,0.112534914,0.18757005,29.36653598,-98.44911921
709,2021-04-11,10,13264.32061,48,1375,0.039783853,52.77057821,0.190962495,0.182806006,29.37076724,-98.45441053
712,2021-04-11,5,17542.10066,46,1235,0.019870787,69.71506869,0.182811239,0.203745479,29.36118909,-98.439448
716,2021-04-11,5,53649.52987,0,2302,0.009629495,103.3235762,0.0,0.225559525,29.37558985,-98.45991986
719,2021-04-11,1,36600.4172,6,1000,0.00435429,159.3688371,0.026125741,0.229658557,29.51721711,-98.47795823
720,2021-04-11,7,347449.0163,12,4035,0.002047547,101.6311939,0.003510081,0.847267446,29.52005413,-98.48344089
721,2021-04-11,1,68672.77321,0,1803,0.001492291,102.4797502,0.0,0.37166426,29.51334598,-98.40379923
722,2021-04-11,4,39831.26878,1,1769,0.015742346,156.7594023,0.003935586,0.143635804,29.51591939,-98.40494297
724,2021-04-11,3,79018.88229,4,2889,0.002815612,74.16218099,0.00375415,0.368808437,29.40950278,-98.58918069
726,2021-04-11,1,52090.84328,3,914,0.004497625,234.2850959,0.013492876,0.243259904,29.39612786,-98.65273983
727,2021-04-11,26,1034006.529,74,8705,0.003922023,155.9768395,0.011162682,0.761542928,29.52035479,-98.49078563
729,2021-04-11,25,417172.6897,105,3978,0.00931362,155.4155184,0.039117205,0.674771466,29.52271735,-98.48132636
730,2021-04-11,18,1113147.114,86,9164,0.00215565,133.3086349,0.010299216,0.911190542,29.51075441,-98.47619978
731,2021-04-11,44,1287167.637,270,5934,0.004248422,124.282544,0.026069865,1.745329524,29.48828964,-98.58380696
732,2021-04-11,57,2127982.697,369,8322,0.003911185,146.0163917,0.025319778,1.751212178,29.48851506,-98.6097022
733,2021-04-11,16,1192731.879,145,7835,0.001328245,99.01501319,0.012037221,1.537456287,29.5168126,-98.46356957
734,2021-04-11,39,1795326.414,191,10379,0.002669021,122.8657338,0.013071358,1.407852414,29.53136958,-98.48573195
735,2021-04-11,7,575213.7948,5,4644,0.00112355,92.3259219,0.000802536,1.34157028,29.40709926,-98.64974822
736,2021-04-11,9,1047931.541,7,5704,0.00119902,139.6101125,0.000932571,1.315941304,29.39346028,-98.66006157
738,2021-04-11,8,1219173.87,10,7214,0.000471977,71.9277854,0.000589972,2.349593972,29.43710891,-98.65456208
740,2021-04-11,6,164126.5281,24,4563,0.003976367,108.7712225,0.015905469,0.330684854,29.39410937,-98.5108288
741,2021-04-11,14,10680.80919,1,1328,0.096873843,73.90650212,0.00691956,0.108823686,29.4021083,-98.51168633
742,2021-04-11,3,28601.65588,3,2178,0.007433561,70.87071758,0.007433561,0.185296182,29.40352692,-98.51096724
743,2021-04-11,2,39331.84619,13,1541,0.007433151,146.1797671,0.048315479,0.174604096,29.41396711,-98.50424414
745,2021-04-11,3,404850.2752,6,5487,0.001026302,138.499613,0.002052605,0.532734618,29.43935852,-98.47914156
747,2021-04-11,15,347374.9768,226,3623,0.004186357,96.94903448,0.063074439,0.988978177,29.45335097,-98.41595878
748,2021-04-11,5,45476.918,6,1212,0.020366878,185.244568,0.024440254,0.202554979,29.56813337,-98.33251428
749,2021-04-11,1,246901.1073,12,3818,0.000558507,137.8961144,0.00670209,0.468959227,29.56562373,-98.33102646
750,2021-04-11,1,43629.16603,2,1730,0.002118745,92.43909474,0.004237491,0.272819322,29.5658331,-98.33532289
751,2021-04-11,12,306197.3621,12,4447,0.00677984,172.9974328,0.00677984,0.398010617,29.56820008,-98.33505422
752,2021-04-11,1,1114.70043,0,124,0.040495075,45.1398775,0.0,0.199148073,29.56324201,-98.33474494
753,2021-04-11,11,45775.083,3,1330,0.04957832,206.313791,0.01352136,0.166820431,29.56866638,-98.33358592
754,2021-04-11,11,107381.6686,12,2354,0.016928981,165.2602044,0.018467979,0.27602944,29.57000022,-98.33112666
755,2021-04-11,1,52053.50805,1,1113,0.005627708,292.9419669,0.005627708,0.159651589,29.56761794,-98.33397899
756,2021-04-11,18,96991.79815,11,2486,0.028914026,155.8012999,0.017669683,0.250416424,29.56964985,-98.33527834
757,2021-04-11,4,226386.1481,7,3535,0.002876821,162.8181203,0.005034437,0.393330564,29.51915669,-98.39860731
758,2021-04-11,10,263791.2336,6,3945,0.006794163,179.2240738,0.004076498,0.373092919,29.52410149,-98.39396548
759,2021-04-11,2,55211.20028,9,2613,0.00289254,79.85030348,0.01301643,0.264613019,29.4384861,-98.47462816
760,2021-04-11,2,390250.699,12,5342,0.000700685,136.7213817,0.004204109,0.534322383,29.43852329,-98.47148514
761,2021-04-11,1,535349.9579,43,4450,0.000218019,116.7167213,0.009374838,1.030729445,29.4529122,-98.41693935
762,2021-04-11,12,158666.0263,38,4570,0.010124175,133.8635494,0.032059887,0.25936144,29.44173556,-98.47871476
763,2021-04-11,10,220536.5162,6,5102,0.008314968,183.375398,0.004988981,0.235721386,29.43842576,-98.47738583
764,2021-04-11,22,1313816.63,156,7627,0.002895848,172.9369383,0.020534192,0.996077758,29.5187712,-98.39538042
765,2021-04-11,1,104629.3484,11,3635,0.001753762,183.4950263,0.019291387,0.15686455,29.52030443,-98.39711893
767,2021-04-11,5,6630.91784,1,888,0.024087416,31.94433497,0.004817483,0.233758187,29.47712429,-98.40501129
769,2021-04-11,13,100329.7272,54,3371,0.028462216,219.6620264,0.118227666,0.135492699,29.43796736,-98.49072239
771,2021-04-11,2,31971.46737,7,2369,0.006194272,99.01997464,0.02167995,0.13629336,29.41130709,-98.50840074
772,2021-04-11,14,197000.2816,49,4160,0.007949195,111.8566962,0.027822184,0.423361663,29.39611277,-98.51575724
773,2021-04-11,4,281326.7909,24,4592,0.00246282,173.2142804,0.014776917,0.35369223,29.39568237,-98.51336582
774,2021-04-11,5,180666.5593,17,3633,0.003639277,131.4991284,0.012373542,0.378172114,29.39929027,-98.51157408
782,2021-04-11,6,59925.26422,4,1778,0.012730334,127.1447744,0.00848689,0.265081662,29.52202403,-98.3940466
783,2021-04-11,4,39159.3375,10,799,0.013241708,129.6341278,0.03310427,0.378067379,29.45347429,-98.41009503
784,2021-04-11,4,19106.6535,0,578,0.036190027,172.8675775,0.0,0.191224372,29.45254895,-98.40843329
786,2021-04-11,5,19015.02959,25,1590,0.018935791,72.01292438,0.094678954,0.16606933,29.45179314,-98.40612604
787,2021-04-11,6,193138.9024,10,4582,0.004315331,138.90972,0.007192219,0.303446434,29.439007,-98.48029729
788,2021-04-11,19,645331.1646,53,4533,0.005898034,200.3255446,0.016452411,0.710657899,29.43893206,-98.48822288
789,2021-04-11,27,106230.978,338,2253,0.069463185,273.301558,0.869576166,0.172523349,29.43657571,-98.49219455
790,2021-04-11,1,12277.75471,10,1955,0.007258921,89.12325114,0.07258921,0.070466252,29.43517436,-98.49331008
791,2021-04-11,1,86321.70551,141,2091,0.002511729,216.8166938,0.354153728,0.19040277,29.43784004,-98.48973813
792,2021-04-11,1,26337.58217,8,2523,0.004109805,108.2423364,0.032878443,0.096440953,29.43945759,-98.48750914
793,2021-04-11,9,122875.511,71,4367,0.018040963,246.3102849,0.142323154,0.114235108,29.43767774,-98.49070867
794,2021-04-11,5,11818.22591,10,2554,0.020203197,47.75319009,0.040406395,0.096901166,29.4341533,-98.49731798
796,2021-04-11,10,103768.4671,57,2506,0.015151649,157.2263412,0.0863644,0.263365587,29.59144962,-98.59524446
797,2021-04-11,4,74737.36693,27,2009,0.011192884,209.1316777,0.07555197,0.17788447,29.59156081,-98.59831085
798,2021-04-11,4,75122.48109,209,1980,0.007563445,142.0461844,0.39518999,0.267100783,29.58807856,-98.59777619
799,2021-04-11,4,39088.07642,44,1587,0.015684804,153.2722009,0.17253284,0.160695597,29.59075961,-98.59754474
800,2021-04-11,2,1655256.839,15,11855,0.000169681,140.4331214,0.00127261,0.994246987,29.50579627,-98.54973761
801,2021-04-11,10,761828.1807,22,6751,0.001857734,141.5274122,0.004087015,0.797348827,29.50837944,-98.54303951
802,2021-04-11,6,1361804.664,11,10505,0.000534575,121.3311734,0.000980055,1.068430711,29.50575151,-98.5461093
803,2021-04-11,61,1464329.249,36,9046,0.0063753,153.0416186,0.003762472,1.057724597,29.5094939,-98.55194872
804,2021-04-11,1,66044.3168,3,1636,0.001358902,89.74773832,0.004076705,0.449809517,29.49767964,-98.54760437
805,2021-04-11,11,1206813.259,105,8218,0.001383285,151.7606091,0.013204084,0.967642367,29.49351163,-98.54708008
806,2021-04-11,3,120475.2233,33,3244,0.002117006,85.01560857,0.023287071,0.436835804,29.50427951,-98.55053076
807,2021-04-11,12,175518.3862,1,2560,0.014293785,209.068501,0.001191149,0.327939739,29.49643108,-98.55125937
808,2021-04-11,15,68023.89018,151,2081,0.028772156,130.4795982,0.289639703,0.250522521,29.59327675,-98.59908709
809,2021-04-11,7,56747.24919,25,1827,0.022578187,183.0357114,0.080636381,0.169695543,29.59096915,-98.5993258
810,2021-04-11,1,43985.66279,86,1422,0.004354131,191.5193219,0.374455235,0.161509826,29.59055532,-98.59932868
811,2021-04-11,1,75467.87401,38,1953,0.001930433,145.6857082,0.073356471,0.265242384,29.59031364,-98.60146544
812,2021-04-11,17,70772.60544,4,914,0.060469513,251.7402924,0.014228121,0.307585782,29.55286699,-98.5870568
813,2021-04-11,13,38858.87094,64,1742,0.039404673,117.7862396,0.193992238,0.189385825,29.44163453,-98.51317736
815,2021-04-11,1,43732.29589,3,2730,0.00310716,135.8832593,0.009321481,0.117889106,29.44107149,-98.51161296
816,2021-04-11,21,265942.6601,42,4028,0.017698967,224.1385866,0.035397934,0.294565525,29.43426967,-98.49758965
817,2021-04-11,5,25877.37612,10,1910,0.015409893,79.7535201,0.030819786,0.16987795,29.43499288,-98.4972726
818,2021-04-11,1,11274.62595,6,1085,0.003285587,37.04376204,0.019713521,0.280515794,29.454788,-98.5165687
819,2021-04-11,20,603879.8172,38,6382,0.008610698,259.9913449,0.016360327,0.363944218,29.43300984,-98.501936
820,2021-04-11,4,161587.1304,57,2986,0.002862849,115.6498996,0.040795602,0.467920104,29.39265711,-98.51146993
821,2021-04-11,4,234885.5002,46,4209,0.002426368,142.4796515,0.027903229,0.391673725,29.39831409,-98.51177239
823,2021-04-11,1,9551.626845,14,900,0.004354471,41.59228549,0.060962599,0.255165558,29.39573511,-98.49804346
824,2021-04-11,3,238521.5303,1,3760,0.001451069,115.3703825,0.00048369,0.549851495,29.3939593,-98.48367392
825,2021-04-11,5,250511.6375,10,4084,0.002947487,147.6759579,0.005894974,0.415367369,29.39368056,-98.48039788
827,2021-04-11,3,166076.3973,13,3582,0.001460344,80.84291072,0.006328159,0.573509204,29.39070575,-98.47579263
828,2021-04-11,3,203298.2244,21,3983,0.002035636,137.9470691,0.014249453,0.370007734,29.39251194,-98.47647248
832,2021-04-11,9,22755.91605,37,935,0.054303206,137.302134,0.223246515,0.177257829,29.41014618,-98.43508553
834,2021-04-11,2,21508.23013,1,473,0.016104768,173.1925248,0.008052384,0.262551431,29.43457206,-98.3931286
835,2021-04-11,2,54067.66395,0,1095,0.005766988,155.903778,0.0,0.316713698,29.43299525,-98.38910316
836,2021-04-11,11,105921.6079,28,2275,0.016943758,163.1554585,0.043129565,0.285365558,29.39625712,-98.50711488
837,2021-04-11,13,224603.5739,39,3757,0.01003832,173.4340424,0.03011496,0.344699871,29.3966295,-98.5089336
838,2021-04-11,1,12075.70787,7,1556,0.003350604,40.4609126,0.023454227,0.191808271,29.39660097,-98.4969255
840,2021-04-11,5,196738.4202,24,3731,0.002524889,99.34851825,0.012119465,0.530765318,29.39963277,-98.48029528
841,2021-04-11,5,139706.9061,24,3371,0.003231051,90.28003794,0.015509047,0.45905782,29.39833579,-98.47445188
842,2021-04-11,4,21403.07083,40,1344,0.014726338,78.79721584,0.147263384,0.20209983,29.40475707,-98.44173922
845,2021-04-11,1,22055.05363,23,1048,0.003800274,83.81525463,0.08740631,0.251086734,29.41338585,-98.43228288
846,2021-04-11,5,14837.38898,3,631,0.028144029,83.51677991,0.016886417,0.281549255,29.43853128,-98.39160191
847,2021-04-11,7,48582.12728,126,719,0.050501759,350.4975545,0.909031661,0.192780297,29.4358324,-98.3908107
849,2021-04-11,7,74711.62241,120,873,0.027805036,296.7656227,0.476657762,0.28837681,29.43702704,-98.38707343
850,2021-04-11,6,45374.96567,30,900,0.034592274,261.6038776,0.172961372,0.192721259,29.43500744,-98.39003726
851,2021-04-11,1,10826.0394,1,720,0.006869126,74.3654323,0.006869126,0.202192946,29.43575829,-98.3893756
852,2021-04-11,16,954417.1526,50,4587,0.002704715,161.3391344,0.008452234,1.289643795,29.39244468,-98.70249019
854,2021-04-11,14,836028.7869,80,3837,0.002926019,174.7311592,0.016720109,1.246978812,29.48961328,-98.70749176
855,2021-04-11,17,1704910.543,214,9453,0.001448223,145.2406335,0.018230573,1.24177755,29.60231366,-98.47026281
857,2021-04-11,6,1050121.036,71,8063,0.000662798,116.0030545,0.007843112,1.122724691,29.61656008,-98.46635983
858,2021-04-11,6,106880.4931,12,2787,0.009544334,170.0171827,0.019088667,0.225563417,29.6115701,-98.46799009
859,2021-04-11,17,854834.6894,505,6673,0.001855949,93.32528897,0.055132614,1.372655863,29.60988614,-98.48053018
860,2021-04-11,8,958568.2441,174,7463,0.001260875,151.0792932,0.027424022,0.850167799,29.60600385,-98.45683542
861,2021-04-11,3,343918.5724,58,4129,0.000915274,104.926534,0.01769529,0.793826183,29.60818722,-98.46293405
862,2021-04-11,2,395371.4612,67,6343,0.00130199,257.3849025,0.043616675,0.242174012,29.60933297,-98.47046234
871,2021-04-11,1,28942.78537,5,995,0.003667223,106.1396342,0.018336113,0.274056216,29.41877264,-98.48099298
873,2021-04-11,3,116756.5602,8,4670,0.003938414,153.278538,0.010502436,0.163110929,29.43060551,-98.5000109
1,2021-05-11,17,1666176.344,80,6473,0.002755764,270.0934521,0.012968301,0.953018435,29.59946369,-98.47132495
5,2021-05-11,1,776055.3452,13,3355,0.000344564,267.4008791,0.004479334,0.865042289,29.36651031,-98.44943256
7,2021-05-11,1,263894.1752,5,1740,0.000656381,173.2151692,0.003281906,0.875577582,29.35757176,-98.39960532
10,2021-05-11,1,99462.78565,3,1382,0.00089645,89.16339994,0.00268935,0.807171752,29.32018191,-98.54946202
11,2021-05-11,1,444533.0511,14,2180,0.000554809,246.6308604,0.007767324,0.826799385,29.35711875,-98.63143237
12,2021-05-11,5,636422.8969,18,2770,0.002363187,300.7972707,0.008507473,0.763821952,29.37494614,-98.63869355
13,2021-05-11,1,362053.7648,8,3360,0.000376619,136.3564396,0.003012954,0.790238415,29.39351406,-98.64833
14,2021-05-11,2,460485.4367,31,3305,0.00076684,176.5592723,0.011886016,0.789139724,29.39282027,-98.64819233
15,2021-05-11,34,787518.7788,199,3739,0.010831859,250.8909546,0.063398234,0.839499515,29.38438789,-98.68988198
17,2021-05-11,5,1001319.789,12,4289,0.001284683,257.2757293,0.00308324,0.907440033,29.38696323,-98.47290397
18,2021-05-11,14,727991.4909,16,3691,0.004303979,223.8042985,0.004918833,0.881279838,29.40348703,-98.4808007
19,2021-05-11,2,95284.18565,15,1262,0.002059723,98.12951324,0.015447922,0.769417088,29.31640681,-98.58552215
20,2021-05-11,17,379833.6787,59,1948,0.009360547,209.144181,0.032486605,0.932306541,29.33576149,-98.62270311
21,2021-05-11,13,494705.2857,43,2516,0.006232239,237.1632152,0.02061433,0.829065006,29.41250806,-98.58939799
22,2021-05-11,15,662829.4825,136,2559,0.005938862,262.4301705,0.053845678,0.987001401,29.37938574,-98.71192925
23,2021-05-11,8,250990.5579,25,1855,0.004448757,139.5744879,0.013902364,0.969409847,29.45805239,-98.40406396
24,2021-05-11,26,620123.4984,133,3036,0.009289167,221.5550352,0.047517663,0.921923312,29.45407879,-98.40516712
25,2021-05-11,32,1866662.552,66,6585,0.005201065,303.394804,0.010727197,0.934333449,29.46340389,-98.47564358
26,2021-05-11,106,1555557.88,588,5420,0.020403757,299.4266551,0.113183106,0.958509518,29.4687452,-98.47494842
27,2021-05-11,12,1298656.858,38,5441,0.002588546,280.136135,0.008197064,0.852013655,29.46905414,-98.47496888
28,2021-05-11,44,770491.3705,160,5830,0.009318378,163.1756829,0.033885012,0.809923099,29.52065028,-98.50496245
29,2021-05-11,26,1060042.825,56,4079,0.006541422,266.6995291,0.014089217,0.974422843,29.45162797,-98.48367869
30,2021-05-11,28,885926.969,242,3338,0.009672969,306.0551309,0.083602085,0.867185336,29.6012578,-98.41058347
31,2021-05-11,22,1011140.243,112,5389,0.004657305,214.054038,0.023709918,0.876556243,29.43337961,-98.47864707
32,2021-05-11,18,1083737.393,52,4875,0.004149203,249.8136627,0.011986585,0.889883699,29.47752847,-98.60797059
33,2021-05-11,71,1519074.881,253,6492,0.012187448,260.7555729,0.043428511,0.897360755,29.48230012,-98.60153836
34,2021-05-11,18,1185785.276,68,6657,0.003255759,214.4794898,0.012299533,0.830504,29.4840566,-98.59588744
35,2021-05-11,65,1091629.156,418,5186,0.014705024,246.9605083,0.094564616,0.852344384,29.4872958,-98.58672791
36,2021-05-11,60,679441.1034,264,4737,0.019587411,221.8081986,0.086184607,0.646652315,29.48851287,-98.58315048
37,2021-05-11,22,852751.837,36,5265,0.005690579,220.5750685,0.009311856,0.734290426,29.48842418,-98.5829181
38,2021-05-11,38,1041594.241,56,5251,0.007605591,208.4720887,0.011208239,0.951499653,29.48933407,-98.57915137
39,2021-05-11,58,1001959.845,130,5340,0.011929516,206.0844181,0.026738571,0.910466359,29.48964245,-98.5738725
40,2021-05-11,6,71145.13795,8,1588,0.004001444,47.44721633,0.005335259,0.944243469,29.33122459,-98.62088816
41,2021-05-11,14,562287.6119,13,2124,0.006912946,277.6474147,0.006419164,0.953477324,29.53742744,-98.41690425
42,2021-05-11,8,602476.0237,59,2192,0.003844899,289.5574041,0.028356127,0.949214894,29.54713201,-98.44178202
44,2021-05-11,8,299572.3259,4,3107,0.003494373,130.8521845,0.001747187,0.736850632,29.42235934,-98.6494945
45,2021-05-11,42,2020588.772,138,7625,0.005819618,279.9775183,0.019121604,0.946487598,29.51707653,-98.52655943
46,2021-05-11,69,1794023.473,185,6976,0.010494734,272.8666439,0.028138054,0.942477953,29.5114032,-98.53546826
47,2021-05-11,44,1679242.67,58,7044,0.006902349,263.425416,0.00909855,0.904974703,29.51890875,-98.52156842
48,2021-05-11,40,1633665.864,130,6956,0.006429044,262.572738,0.020894393,0.894445798,29.52073889,-98.51414756
49,2021-05-11,46,1798142.603,43,7047,0.006675353,260.9399191,0.006240004,0.977865977,29.51924562,-98.52064031
50,2021-05-11,18,1590923.587,1666,4946,0.00378583,334.6092413,0.350399605,0.961296315,29.49062204,-98.48346926
52,2021-05-11,21,537345.5515,26,2943,0.010644454,272.3690466,0.013178848,0.670356223,29.60201375,-98.39972583
53,2021-05-11,8,653057.7087,16,3012,0.003286316,268.2692686,0.006572632,0.808212694,29.60223196,-98.39987739
55,2021-05-11,2,18874.70653,0,988,0.003760198,35.48631829,0.0,0.538347028,29.32199703,-98.4817093
57,2021-05-11,11,425680.9718,76,2118,0.007188646,278.1881759,0.049667011,0.722469662,29.34220003,-98.62528047
58,2021-05-11,2,250281.0521,3,2398,0.001263729,158.1437417,0.001895594,0.659973934,29.40888797,-98.64973776
59,2021-05-11,1,76680.67635,5,903,0.001587079,121.6982759,0.007935394,0.697772354,29.32030184,-98.51380213
60,2021-05-11,34,1473439.495,50,5055,0.007028155,304.5753405,0.010335522,0.957009852,29.45958077,-98.4810979
61,2021-05-11,51,1087419.24,149,3922,0.01513711,322.7526447,0.044224106,0.859052317,29.59573513,-98.57191289
62,2021-05-11,1,283715.9829,3,2712,0.000432833,122.8016417,0.001298499,0.851902601,29.41981606,-98.64970096
63,2021-05-11,7,988385.2775,2,4218,0.001720294,242.9018769,0.000491513,0.964692322,29.49159527,-98.48344934
66,2021-05-11,67,639232.7628,31,5679,0.015422563,147.1433988,0.007135813,0.76497347,29.52039831,-98.49359714
67,2021-05-11,20,891071.7155,255,4163,0.006176896,275.2028621,0.078755423,0.777773785,29.40628292,-98.57136184
68,2021-05-11,65,1170255.911,256,4801,0.012761825,229.7630977,0.050261958,1.060886346,29.60931571,-98.48798453
69,2021-05-11,10,825037.4081,61,6638,0.001740633,143.6087083,0.010617859,0.86547717,29.51812557,-98.4789215
70,2021-05-11,30,982564.1138,47,6724,0.005224335,171.1081265,0.008184791,0.854009216,29.52024287,-98.48555167
71,2021-05-11,8,923027.5956,95,6878,0.001225488,141.3949402,0.014552674,0.949114581,29.52203725,-98.4808573
72,2021-05-11,21,1051636.144,41,4737,0.004826573,241.7047071,0.00942331,0.918495455,29.5303896,-98.48471741
73,2021-05-11,93,809197.337,130,5645,0.018168885,158.0883149,0.025397366,0.906756606,29.52054535,-98.49252737
74,2021-05-11,148,1304082.013,416,7726,0.021021353,185.2268111,0.059087046,0.911268485,29.52048743,-98.48493875
75,2021-05-11,147,1287211.418,384,7456,0.021635408,189.4513189,0.056516983,0.911268485,29.52047803,-98.48416391
76,2021-05-11,17,1298197.425,44,6089,0.002945258,224.9132835,0.00762302,0.947937411,29.51839204,-98.47073009
77,2021-05-11,9,659703.0435,227,4709,0.002267576,166.2141069,0.057193312,0.842853155,29.43102751,-98.64822507
78,2021-05-11,5,480571.8836,19,2703,0.001993503,191.6043375,0.007575313,0.927912395,29.42697511,-98.64958267
79,2021-05-11,10,776656.8426,18,3988,0.002624534,203.8362474,0.004724162,0.955416215,29.42778518,-98.64929787
80,2021-05-11,48,573824.1704,172,4063,0.019093689,228.258753,0.068419052,0.618734845,29.4415202,-98.63967959
81,2021-05-11,12,532037.4055,10,4840,0.004068955,180.4030111,0.003390796,0.609330649,29.4464634,-98.63538289
82,2021-05-11,51,834624.8842,92,4702,0.012330609,201.7928009,0.022243451,0.879636083,29.44698527,-98.63516789
83,2021-05-11,69,978425.5566,89,4993,0.016370273,232.1317945,0.02111528,0.844173264,29.45085002,-98.63195326
84,2021-05-11,14,659380.0246,25,4927,0.00466329,219.6343185,0.008327304,0.609330649,29.44951528,-98.63287311
85,2021-05-11,66,778229.0177,92,5122,0.018600818,219.3287368,0.025928414,0.692743259,29.45470861,-98.62880637
86,2021-05-11,9,606435.9625,46,5153,0.003371928,227.2064607,0.017234297,0.51796943,29.46463055,-98.62049002
87,2021-05-11,37,808226.5922,54,5718,0.012891348,281.5981069,0.018814399,0.501948607,29.4637706,-98.62105037
88,2021-05-11,67,1319213.818,405,5018,0.014607862,287.6252649,0.088301252,0.914023797,29.47776508,-98.60795899
90,2021-05-11,1,240147.4132,2,1478,0.000844632,202.8362805,0.001689265,0.801046709,29.32069868,-98.49774651
92,2021-05-11,4,53557.9418,3,1335,0.005353056,71.67466095,0.004014792,0.559727914,29.32008331,-98.51508781
93,2021-05-11,1,127166.2059,3,1524,0.000834884,106.1690505,0.002504652,0.785938952,29.31997159,-98.55882796
94,2021-05-11,1,272725.6854,4,1570,0.000835016,227.7302312,0.003340063,0.76279125,29.32095273,-98.49754677
95,2021-05-11,3,252389.8443,9,1983,0.00305614,257.1128874,0.00916842,0.49502293,29.34234414,-98.62551566
96,2021-05-11,5,311583.4684,28,2043,0.004196472,261.5102513,0.023500242,0.583199741,29.3570596,-98.63118672
97,2021-05-11,8,453865.75,20,2339,0.00450226,255.4277171,0.011255651,0.759677331,29.36443916,-98.63437108
99,2021-05-11,15,651367.0798,10,2836,0.005524701,239.9072386,0.003683134,0.957362092,29.37728364,-98.63968798
100,2021-05-11,6,769708.7737,27,2929,0.002237436,287.0290552,0.010068463,0.91554818,29.37727553,-98.63993379
101,2021-05-11,16,582992.3957,164,2524,0.007454767,271.6295147,0.076411358,0.850347779,29.39933588,-98.6418074
103,2021-05-11,1,261432.2778,8,3053,0.000360627,94.27962962,0.002885019,0.90826909,29.41091912,-98.64954884
104,2021-05-11,4,112842.7156,1,1255,0.003589369,101.2585381,0.000897342,0.887969707,29.46944161,-98.40407736
105,2021-05-11,59,1158810.756,113,4222,0.014550238,285.779187,0.027867405,0.960425522,29.44721121,-98.47972204
109,2021-05-11,5,91302.83405,0,1331,0.003881401,70.87658534,0.0,0.967839665,29.40113295,-98.38912598
110,2021-05-11,65,711662.0452,542,3550,0.023258824,254.6526517,0.193942811,0.787222047,29.5158938,-98.40610234
111,2021-05-11,1,251467.82,8,1974,0.000931584,234.2633502,0.00745267,0.543789627,29.40460619,-98.61653388
112,2021-05-11,1,407689.3087,10,2090,0.000625618,255.057651,0.006256177,0.764794368,29.40377304,-98.62171999
113,2021-05-11,15,634348.4584,203,3746,0.004499775,190.2950025,0.060896949,0.889882636,29.40785881,-98.59020217
114,2021-05-11,6,516764.1978,106,2373,0.002881454,248.1720287,0.050905684,0.877489338,29.40773154,-98.59537937
115,2021-05-11,5,82168.70882,4,1145,0.008558764,140.6525119,0.006847011,0.510215307,29.32180602,-98.48161053
116,2021-05-11,36,925101.7661,25,5673,0.009363056,240.6049889,0.006502122,0.677754014,29.5636954,-98.48274422
117,2021-05-11,36,325057.1917,144,3988,0.011468399,103.5523774,0.045873596,0.787126538,29.60866329,-98.50274231
118,2021-05-11,65,1648745.388,146,6672,0.010236173,259.6437335,0.022992019,0.951743043,29.510125,-98.53898627
119,2021-05-11,57,1336055.635,300,5231,0.011415562,267.5759037,0.060081908,0.954537121,29.47169559,-98.61374681
120,2021-05-11,64,1240894.104,324,5927,0.01097167,212.729386,0.05554408,0.984174951,29.49157969,-98.55870112
121,2021-05-11,85,1256360.082,34,6449,0.014412979,213.0340167,0.005765192,0.91447702,29.49024901,-98.56048014
122,2021-05-11,33,2047712.116,96,7472,0.004606559,285.8456544,0.013400899,0.958739107,29.51824744,-98.52355302
123,2021-05-11,38,532406.9941,17,4097,0.010625294,148.8679188,0.004753421,0.872924477,29.51594933,-98.43235017
124,2021-05-11,62,1260179.445,212,4239,0.015235489,309.6685484,0.052095543,0.960001423,29.4469221,-98.47956494
125,2021-05-11,12,606692.5428,133,2583,0.005377858,271.8921761,0.059604589,0.863868305,29.40106944,-98.63482809
126,2021-05-11,5,513885.3911,12,2687,0.002032304,208.8742983,0.00487753,0.915616481,29.40091008,-98.63482757
