int_id,date,Number_of_Hard_Brakes,Total_CO2,Number_of_Stops,Number_of_Vehicles,Average_Number_of_Hard_Brakes,Average_CO2,Average_Number_of_Stops,Total_length,Latitude,Longitude
181,2021-02-11,2,276201.9905,7,1700,0.001228318,169.6319029,0.004299112,0.957790111,29.45950546,-98.31392833
182,2021-02-11,19,643629.0377,49,2080,0.010213883,345.9974406,0.026341065,0.894333313,29.4464388,-98.40036452
183,2021-02-11,28,1404808.473,81,6615,0.005054845,253.6103236,0.014622944,0.837375676,29.48458066,-98.59479283
184,2021-02-11,29,375626.805,179,1906,0.017748879,229.8949916,0.109553426,0.857243439,29.53822958,-98.39136769
185,2021-02-11,16,494745.7435,114,2038,0.010665754,329.802283,0.075993499,0.736078664,29.5425994,-98.42554421
186,2021-02-11,6,528085.9183,8,2410,0.003111697,273.8738575,0.004148929,0.800086542,29.59728579,-98.35555162
187,2021-02-11,12,500768.3614,98,2588,0.00510974,213.2330233,0.041729546,0.907440474,29.58927602,-98.34999115
188,2021-02-11,16,1179253.739,84,7994,0.002441097,179.917078,0.012815761,0.819918582,29.51776199,-98.47853269
189,2021-02-11,12,644182.3907,22,3053,0.004258213,228.5888264,0.007806724,0.923053868,29.59118663,-98.35158328
190,2021-02-11,28,991069.4702,28,3969,0.009281395,328.5181164,0.009281395,0.760087648,29.40338584,-98.54415679
191,2021-02-11,3,813562.1646,12,4091,0.000910212,246.8380632,0.003640849,0.80565505,29.40346154,-98.54353704
192,2021-02-11,7,864086.5378,8,4027,0.002066339,255.0708218,0.00236153,0.841230147,29.40460814,-98.55463043
193,2021-02-11,41,709395.1898,33,5040,0.008623798,149.21172,0.006941105,0.943310712,29.52054107,-98.50808781
195,2021-02-11,45,995367.204,165,4022,0.012002053,265.4766608,0.044007527,0.932212484,29.39672246,-98.5237687
196,2021-02-11,1,771930.9739,2,3465,0.000321789,248.3989289,0.000643578,0.896861765,29.54518522,-98.31337505
197,2021-02-11,1,956076.8572,2,3597,0.000345382,330.2116468,0.000690764,0.80493346,29.55054868,-98.32054934
198,2021-02-11,121,550336.1007,473,2187,0.067992625,309.2462492,0.265789353,0.813719603,29.53003973,-98.29930677
199,2021-02-11,30,495835.7566,475,1978,0.018350057,303.2871441,0.290542567,0.826527967,29.52930401,-98.29840025
200,2021-02-11,9,464645.861,9,2329,0.005411625,279.387703,0.005411625,0.714077415,29.60242216,-98.38096053
201,2021-02-11,7,427665.988,10,2351,0.003866551,236.2274859,0.005523644,0.770054841,29.60254939,-98.37437846
202,2021-02-11,9,529676.8427,15,2537,0.004230685,248.9884249,0.007051142,0.838516014,29.60239087,-98.36080744
203,2021-02-11,11,598323.9015,17,2513,0.004463796,242.7996387,0.006898594,0.980608893,29.59837838,-98.35662237
204,2021-02-11,23,754617.9804,76,2978,0.008440473,276.9275134,0.027890259,0.915032142,29.58313851,-98.34609754
205,2021-02-11,31,834210.1367,65,3225,0.009960866,268.0469489,0.020885687,0.965016804,29.5777831,-98.34238023
206,2021-02-11,28,797044.6606,60,3206,0.01016168,289.2611748,0.021775029,0.859466578,29.57586839,-98.34045216
208,2021-02-11,5,855646.1368,45,4767,0.001245625,213.1627608,0.011210621,0.842049662,29.5174526,-98.46656035
209,2021-02-11,18,989759.9182,121,5116,0.003882366,213.4783445,0.026098127,0.906244743,29.51808981,-98.46823137
210,2021-02-11,17,950531.3588,77,5033,0.003829507,214.1215306,0.017345412,0.882021516,29.51641234,-98.45895964
212,2021-02-11,39,115801.1917,85,1523,0.026681358,79.22392573,0.058151679,0.959747007,29.51592554,-98.41234044
213,2021-02-11,5,675586.7844,14,4050,0.001582003,213.7560615,0.004429608,0.78038279,29.51582373,-98.43737428
214,2021-02-11,2,241735.0657,4,2388,0.000977452,118.1421931,0.001954904,0.856841124,29.51610603,-98.42611611
215,2021-02-11,4,189302.0078,3,2485,0.002034951,96.30509315,0.001526213,0.791005624,29.5161321,-98.41790195
216,2021-02-11,8,257756.4095,13,1701,0.005062559,163.1133847,0.008226659,0.928999671,29.42703922,-98.3893549
217,2021-02-11,15,190949.6631,21,1278,0.02364608,301.0140663,0.033104512,0.496365116,29.42702688,-98.38913527
218,2021-02-11,1,33261.63482,0,1021,0.001559238,51.86280315,0.0,0.628147828,29.32015545,-98.55769212
219,2021-02-11,16,579675.4748,320,3014,0.00608318,220.391907,0.121663609,0.872661941,29.58883911,-98.6172787
220,2021-02-11,2,511907.8941,13,2794,0.000803875,205.7550878,0.00522519,0.890460874,29.60977223,-98.48157173
221,2021-02-11,8,463953.5769,11,2321,0.003678366,213.3238748,0.005057753,0.937043869,29.60265355,-98.37988597
223,2021-02-11,2,677053.6332,13,3120,0.000731181,247.524448,0.004752678,0.876698732,29.35780032,-98.43188322
224,2021-02-11,67,1181176.373,1492,4478,0.017326863,305.4638904,0.385845954,0.863516784,29.50496107,-98.47951107
225,2021-02-11,1,1229316.374,1451,4542,0.000286684,352.4253854,0.415978543,0.767979015,29.49748986,-98.48381199
227,2021-02-11,3,324754.4398,15,1229,0.002581629,279.4651091,0.012908143,0.945530669,29.53572582,-98.40623315
228,2021-02-11,7,340492.2813,11,1369,0.005213572,253.5972898,0.008192756,0.980752029,29.53560787,-98.4064086
229,2021-02-11,14,351158.388,22,1698,0.010242981,256.9220593,0.016096114,0.804940847,29.53618964,-98.41482626
230,2021-02-11,11,574932.1078,15,2952,0.004335051,226.5781585,0.005911433,0.859571816,29.60462693,-98.45243948
231,2021-02-11,9,733872.5027,15,3011,0.003165168,258.0921587,0.005275279,0.944354491,29.60478663,-98.45190628
232,2021-02-11,23,554381.176,108,2971,0.007811648,188.2882937,0.036680783,0.991020193,29.6009709,-98.43700739
233,2021-02-11,3,455402.0176,15,1545,0.002036956,309.2113063,0.010184781,0.95325941,29.54430829,-98.45881069
234,2021-02-11,2,489714.4903,6,1777,0.001170003,286.4837247,0.003510009,0.961956807,29.5459774,-98.46921411
236,2021-02-11,13,434199.4448,103,1780,0.008294132,277.0236528,0.065715045,0.880546733,29.55047185,-98.47553187
237,2021-02-11,44,359940.3228,14,1269,0.0507881,415.4701139,0.01615985,0.682698723,29.55954795,-98.5025202
240,2021-02-11,22,236244.412,44,1869,0.010821622,116.2067197,0.021643245,1.087729736,29.3946794,-98.38917553
241,2021-02-11,3,318508.5578,5,1496,0.002636995,279.9684687,0.004394991,0.76046703,29.36876044,-98.39582918
243,2021-02-11,31,941851.9151,594,3613,0.009066015,275.4465791,0.173716553,0.946405555,29.58915505,-98.61414086
244,2021-02-11,14,1446887.993,33,5604,0.005418474,559.9946274,0.012772117,0.461055201,29.45961571,-98.48126601
245,2021-02-11,23,316026.2381,23,2771,0.009164828,125.9272236,0.009164828,0.905663755,29.60049793,-98.42355455
246,2021-02-11,16,416867.4658,92,1642,0.01113433,290.096247,0.064022398,0.875150487,29.37582743,-98.39379788
247,2021-02-11,7,528154.7621,8,2412,0.003665806,276.5875696,0.004189493,0.791682852,29.60229994,-98.36002666
248,2021-02-11,33,835930.3386,220,3666,0.01012562,256.4943438,0.067504136,0.888996056,29.38669082,-98.47221596
249,2021-02-11,45,1425104.53,38,6228,0.007532725,238.5537979,0.006360968,0.959205768,29.48542501,-98.59185817
250,2021-02-11,69,802474.4216,121,5306,0.014031763,163.1903048,0.024606425,0.926764947,29.48928596,-98.56941059
251,2021-02-11,68,1064876.798,121,4693,0.016129006,252.5794781,0.028700143,0.898360708,29.48928036,-98.5641425
252,2021-02-11,44,1117579.831,221,5171,0.008858465,225.0009518,0.044493654,0.960549306,29.4901075,-98.56180215
253,2021-02-11,28,1060948.122,72,3657,0.01106754,419.3602146,0.028459389,0.691802237,29.45194847,-98.48323381
254,2021-02-11,16,372030.7516,39,1975,0.012529855,291.3432211,0.030541523,0.646557006,29.37905305,-98.71207148
255,2021-02-11,7,227373.8948,46,1949,0.004442499,144.3012013,0.029193568,0.808460518,29.45827042,-98.40429903
256,2021-02-11,20,661853.3471,47,3127,0.00872381,288.6941415,0.020500953,0.733155197,29.60375347,-98.44765279
257,2021-02-11,14,45276.08396,25,728,0.033154893,107.223124,0.059205167,0.580028083,29.4195153,-98.38913207
258,2021-02-11,8,395361.3822,9,2560,0.003651099,180.4379422,0.004107486,0.855906679,29.60172251,-98.40688796
259,2021-02-11,25,509699.8437,87,3475,0.010846636,221.141146,0.037746293,0.663269666,29.60883854,-98.49454552
260,2021-02-11,11,434939.0342,12,3935,0.003829206,151.406454,0.004177315,0.730027568,29.51595826,-98.45140089
261,2021-02-11,17,873171.0976,30,5136,0.003659966,187.9868341,0.006458763,0.904371573,29.55493878,-98.48591165
262,2021-02-11,30,557959.8477,28,2707,0.014101572,262.2703702,0.013161467,0.785896694,29.60109847,-98.41591976
263,2021-02-11,2,442076.2631,5,2093,0.00096773,213.9051451,0.002419324,0.987430954,29.40620607,-98.60910971
267,2021-02-11,8,192654.704,4,1789,0.005353034,128.9108873,0.002676517,0.835371548,29.40690118,-98.60417984
268,2021-02-11,2,494914.934,5,2096,0.001017266,251.7300376,0.002543165,0.938003027,29.40703858,-98.60424937
269,2021-02-11,6,378927.8972,5,2007,0.003548541,224.1068583,0.002957117,0.842469254,29.40763058,-98.59423898
271,2021-02-11,39,698645.4011,89,3057,0.014752908,264.2833732,0.033666893,0.864751899,29.57583444,-98.34010698
272,2021-02-11,26,726775.7166,260,2819,0.010804486,302.0168554,0.108044863,0.853638808,29.58804813,-98.62450567
273,2021-02-11,32,1073663.868,169,4427,0.008039383,269.7373339,0.04245799,0.899120202,29.47268199,-98.61259019
274,2021-02-11,66,964885.5162,54,5413,0.013541244,197.9659102,0.0110792,0.900424595,29.52050675,-98.50558765
275,2021-02-11,25,896126.6252,65,4463,0.005838288,209.2738002,0.015179548,0.959461679,29.52747504,-98.48357126
276,2021-02-11,5,910074.8729,4,3904,0.001416199,257.7694816,0.001132959,0.904348488,29.40668411,-98.57574286
277,2021-02-11,9,456567.022,4,2993,0.00444278,225.380779,0.001974569,0.676832098,29.40701041,-98.58238395
278,2021-02-11,4,353414.7921,44,3327,0.001750289,154.6444937,0.019253178,0.686906239,29.40747385,-98.58274222
279,2021-02-11,44,718118.776,163,3469,0.013317444,217.3524203,0.049335076,0.952417796,29.38189849,-98.46673508
280,2021-02-11,14,608576.5511,58,2083,0.01044296,453.9529002,0.043263692,0.643598687,29.44332553,-98.39529154
281,2021-02-11,8,583742.1096,83,4580,0.003629376,264.8274648,0.037654778,0.481274135,29.45443977,-98.6288042
282,2021-02-11,24,700563.765,72,4951,0.009361056,273.2507035,0.028083169,0.51783745,29.57629307,-98.47840358
283,2021-02-11,4,278378.9502,39,2907,0.001443177,100.4375349,0.014070977,0.953444276,29.46951184,-98.4042964
284,2021-02-11,22,643531.5177,15,3364,0.011384707,333.0189907,0.0077623,0.574440213,29.5160811,-98.40528266
285,2021-02-11,12,381682.1463,35,3197,0.004380618,139.3336311,0.012776802,0.856846948,29.40595673,-98.57058797
286,2021-02-11,17,1134939.286,39,5473,0.005535432,369.5517384,0.012698933,0.56114091,29.57367983,-98.47906402
287,2021-02-11,24,281239.8356,30,2540,0.011847789,138.8362596,0.014809736,0.797517486,29.60087616,-98.43561934
288,2021-02-11,19,467923.8886,15,2445,0.009212115,226.872027,0.007272722,0.843558882,29.60239842,-98.3934775
289,2021-02-11,4,394825.1314,13,2358,0.001987671,196.1956453,0.006459932,0.853437308,29.40253482,-98.62738523
290,2021-02-11,4,646775.7498,10,2943,0.00149304,241.4154504,0.003732599,0.910329056,29.39157913,-98.66474752
291,2021-02-11,9,1019542.312,41,4022,0.002883174,326.6130487,0.013134457,0.776121397,29.59263826,-98.58374402
292,2021-02-11,3,143989.6175,9,1468,0.0021655,103.9365083,0.0064965,0.943706616,29.46246048,-98.40406876
293,2021-02-11,17,1168294.779,122,4704,0.004122221,283.2922832,0.029582995,0.876698732,29.53515583,-98.49005875
294,2021-02-11,15,1053227.403,1086,4391,0.003706762,260.2708625,0.268369543,0.921580256,29.50802257,-98.47785572
295,2021-02-11,10,1078812.762,92,5326,0.002304697,248.6336272,0.02120321,0.814676235,29.54714125,-98.48906812
296,2021-02-11,21,1016399.115,47,5389,0.004547868,220.1166225,0.010178562,0.856846948,29.5655557,-98.4819083
297,2021-02-11,10,1087637.156,31,5324,0.002102981,228.7279902,0.00651924,0.893154673,29.57173185,-98.47974716
298,2021-02-11,27,1054174.718,70,5366,0.005933361,231.6592359,0.015382788,0.848032133,29.48948875,-98.56819458
299,2021-02-11,5,401527.9833,6,1987,0.003424882,275.0372264,0.004109859,0.734727797,29.40305989,-98.62548413
300,2021-02-11,13,525753.0458,32,2763,0.005086291,205.702555,0.012520102,0.92504152,29.38451321,-98.69041953
301,2021-02-11,11,690842.7006,17,3739,0.003606574,226.506835,0.005573796,0.815722415,29.60847876,-98.51754215
302,2021-02-11,23,800387.9282,109,3780,0.006587614,229.2455057,0.031219561,0.923650989,29.60646639,-98.52821722
303,2021-02-11,92,1147396.228,405,3747,0.027003584,336.7805492,0.118874473,0.909248774,29.59792778,-98.5676722
304,2021-02-11,47,1018548.065,115,3475,0.014323529,310.4085732,0.035046933,0.944263085,29.59569423,-98.57262227
305,2021-02-11,24,855294.9618,18,3191,0.007737958,275.7598653,0.005803469,0.971981617,29.58705914,-98.63050455
306,2021-02-11,1,90451.55372,1,806,0.001543008,139.5674752,0.001543008,0.804075385,29.32021321,-98.53659936
307,2021-02-11,44,627206.0001,42,5341,0.008844876,126.0808874,0.008442836,0.931404581,29.52055097,-98.49321218
308,2021-02-11,62,807167.529,35,3046,0.022030291,286.8086407,0.012436455,0.923935284,29.58953518,-98.60923038
309,2021-02-11,28,810702.2915,109,4429,0.006672654,193.197715,0.025975689,0.947444403,29.59192759,-98.59008151
311,2021-02-11,8,583285.1854,37,2100,0.004054804,295.6383782,0.018753468,0.939508774,29.44657256,-98.39986396
312,2021-02-11,47,1066194.421,343,5594,0.009491383,215.3119058,0.069266901,0.885209159,29.5185471,-98.39937794
313,2021-02-11,6,783137.9903,39,4661,0.001301499,169.8755406,0.008459743,0.98907298,29.51613075,-98.45206332
314,2021-02-11,2,445439.3762,3,3759,0.000614087,136.7692451,0.00092113,0.866418725,29.55491992,-98.48684522
315,2021-02-11,1,870940.555,15,5118,0.000213192,185.6778656,0.003197885,0.916490773,29.60777652,-98.46219828
316,2021-02-11,4,585174.6454,7,2059,0.00209743,306.8407209,0.003670503,0.926224276,29.443414,-98.39566976
317,2021-02-11,1,745656.2711,25,6512,0.000170729,127.3049045,0.004268217,0.899454393,29.60966865,-98.4704283
318,2021-02-11,27,421575.9701,109,3281,0.008192635,127.9191853,0.03307397,1.004462975,29.51590612,-98.42908908
319,2021-02-11,12,833295.7288,9,4181,0.005382763,373.7861306,0.004037072,0.533206955,29.43810725,-98.65732369
320,2021-02-11,3,685529.5699,11,4521,0.000874626,199.8607644,0.003206964,0.758689618,29.43910086,-98.65913922
321,2021-02-11,5,551029.0691,7,4793,0.003144127,346.5010527,0.004401778,0.331789412,29.43499895,-98.64854958
322,2021-02-11,2,455325.6233,7,5025,0.000449005,102.2217783,0.001571518,0.886426218,29.43547685,-98.64939475
323,2021-02-11,3,528941.1623,9,3439,0.001006771,177.5075426,0.003020313,0.86647967,29.4322365,-98.63900389
324,2021-02-11,7,391870.2233,5,2090,0.004304265,240.9590292,0.003074475,0.7781311,29.43316507,-98.63169428
325,2021-02-11,3,394017.3465,5,2131,0.002020767,265.4057309,0.003367945,0.696661156,29.43216901,-98.63557367
340,2021-02-11,1,157302.7258,1,935,0.001401853,220.5152734,0.001401853,0.762932231,29.32623598,-98.59305924
341,2021-02-11,8,198183.6893,2,967,0.00985398,244.1122627,0.002463495,0.839560192,29.3358256,-98.56973931
344,2021-02-11,8,235677.2193,11,1914,0.004223095,124.410899,0.005806755,0.98973116,29.34556322,-98.54550629
345,2021-02-11,3,280260.7635,2,1601,0.002199159,205.4459766,0.001466106,0.852066181,29.34890447,-98.53788931
346,2021-02-11,13,454537.0999,29,2392,0.006158704,215.3353381,0.013738647,0.882455582,29.35166582,-98.53146489
347,2021-02-11,9,495811.3762,37,2691,0.003495183,192.5501389,0.014369084,0.956883252,29.35482532,-98.52727924
348,2021-02-11,21,672000.932,109,3061,0.007169634,229.4286198,0.037213817,0.956883252,29.36019085,-98.52344429
349,2021-02-11,21,636290.9084,100,3055,0.008541704,258.809922,0.040674779,0.804754811,29.36519275,-98.52023062
350,2021-02-11,16,633967.8515,245,2791,0.005897297,233.6685502,0.090302363,0.972091476,29.37017795,-98.51702992
351,2021-02-11,15,831506.234,299,2973,0.005872161,325.5158827,0.117051737,0.859208207,29.37485945,-98.51452634
352,2021-02-11,17,725932.487,285,2922,0.006116219,261.1742599,0.102536621,0.95123024,29.38083258,-98.51272012
353,2021-02-11,16,853370.8984,242,3134,0.005656034,301.6684184,0.085547512,0.902628392,29.38529853,-98.51219189
354,2021-02-11,11,722597.7998,192,2978,0.004125298,270.9937361,0.072005198,0.895390926,29.39072092,-98.51170952
355,2021-02-11,39,1162317.374,56,4967,0.008085451,240.9707875,0.011609879,0.971104961,29.40908144,-98.50886528
356,2021-02-11,5,478975.7849,5,3424,0.001533879,146.9381753,0.001533879,0.952017999,29.43831398,-98.46555377
358,2021-02-11,4,648331.7286,5,3145,0.001502044,243.4556179,0.001877554,0.846753159,29.43910058,-98.45020561
359,2021-02-11,2,557503.0683,10,3287,0.000692635,193.0731214,0.003463176,0.878467583,29.43956708,-98.44376583
360,2021-02-11,4,745321.8611,11,3094,0.001429387,266.3383915,0.003930815,0.90446086,29.44292437,-98.43610213
361,2021-02-11,1,796803.4746,8,3053,0.00033972,270.6898493,0.002717758,0.964167403,29.44890159,-98.42541618
362,2021-02-11,1,823497.4139,8,3051,0.000366983,302.2098173,0.002935867,0.893123391,29.4507457,-98.42128458
363,2021-02-11,6,572585.1161,15,3234,0.002044544,195.1126187,0.005111361,0.907433235,29.45819003,-98.41210315
365,2021-02-11,3,426139.9094,9,3692,0.000962601,136.7341999,0.002887802,0.844137829,29.47241419,-98.40495
366,2021-02-11,19,1151377.375,101,4510,0.004298044,260.4563704,0.022847499,0.980180741,29.53569073,-98.38632706
368,2021-02-11,12,852955.803,78,4519,0.00292318,207.7785908,0.019000668,0.908413104,29.5418832,-98.37546482
369,2021-02-11,31,1315079.236,138,5166,0.006316679,267.9655921,0.02811941,0.949988803,29.54344694,-98.37267929
370,2021-02-11,20,1417775.359,54,5066,0.004851472,343.9148669,0.013098974,0.813750537,29.54781201,-98.3649403
371,2021-02-11,15,1177962.207,35,5040,0.00322945,253.6113687,0.007535384,0.921578008,29.54992744,-98.36118036
372,2021-02-11,19,1271320.127,36,5304,0.003882756,259.8013782,0.007356801,0.922592578,29.55241985,-98.35416423
373,2021-02-11,25,1135352.487,26,4751,0.006070459,275.6844268,0.006313277,0.866829038,29.55749987,-98.34513297
374,2021-02-11,21,1205173.268,37,5449,0.005760718,330.6030155,0.010149836,0.66899962,29.55500881,-98.34838996
375,2021-02-11,4,590783.0283,26,4106,0.000994228,146.8432901,0.006462483,0.979839536,29.48585194,-98.40267819
376,2021-02-11,9,969949.4363,265,3899,0.003768941,406.1868952,0.11097437,0.612449031,29.49566184,-98.40066521
377,2021-02-11,5,647825.8674,196,4024,0.001491976,193.3080759,0.058485443,0.832818406,29.49792637,-98.40019933
378,2021-02-11,22,877635.6209,348,3768,0.006462967,257.824094,0.102232387,0.903399503,29.5068272,-98.39837764
379,2021-02-11,28,1017863.336,467,4103,0.007037412,255.8258383,0.117373976,0.969713738,29.51063021,-98.39760251
380,2021-02-11,25,1377060.045,490,6085,0.004469311,246.1803717,0.087598491,0.919261077,29.52237747,-98.39427088
381,2021-02-11,20,1306996.431,39,5628,0.003631798,237.3373445,0.007082006,0.978485139,29.57452007,-98.32542948
382,2021-02-11,5,1264119.466,57,5423,0.000948316,239.7569081,0.010810801,0.972248731,29.57961212,-98.31535954
383,2021-02-11,14,1426237.691,88,5602,0.002568875,261.7018325,0.016147211,0.972841394,29.58281677,-98.30769584
384,2021-02-11,17,1380655.002,53,5304,0.003416071,277.4362332,0.010650105,0.93824979,29.5872851,-98.30118084
385,2021-02-11,8,764379.1449,21,4939,0.0016307,155.8091037,0.004280587,0.993292083,29.59142081,-98.29321223
386,2021-02-11,1,73558.14167,3,4003,0.000448147,32.96484643,0.00134444,0.557434831,29.59413565,-98.2878502
396,2021-02-11,19,478590.8368,133,4903,0.004101776,103.3195908,0.028712429,0.944756326,29.59199672,-98.29246885
397,2021-02-11,51,1507775.78,272,6044,0.009375809,277.1885778,0.050004314,0.899988535,29.58246806,-98.30852993
400,2021-02-11,51,1425553.682,229,5705,0.009649625,269.7266443,0.04332871,0.9264118,29.57949737,-98.31624107
401,2021-02-11,38,1346954.289,112,5407,0.008648688,306.5628201,0.025490869,0.812600351,29.5748826,-98.32528109
403,2021-02-11,38,1315828.997,261,5714,0.006709691,232.3369845,0.04608498,0.991153384,29.58869518,-98.29896875
408,2021-02-11,39,1302512.482,128,4784,0.008287463,276.7826748,0.027199879,0.983675423,29.55837912,-98.34440215
409,2021-02-11,2,906981.2933,11,4001,0.000531145,240.8693001,0.002921298,0.941127205,29.4947764,-98.40107221
410,2021-02-11,24,879281.8739,129,3206,0.008408153,308.0473635,0.045193824,0.890322003,29.45162885,-98.41969985
411,2021-02-11,6,405842.7611,7,2639,0.002546869,172.2714172,0.002971348,0.892699286,29.46941304,-98.40665305
412,2021-02-11,22,919758.3629,148,3270,0.006757088,282.4949009,0.045456771,0.995669903,29.44829505,-98.42687897
413,2021-02-11,40,1327690.174,113,5056,0.008726221,289.6429452,0.024651574,0.906622976,29.55462642,-98.34941062
414,2021-02-11,7,561288.3699,41,2988,0.00242945,194.8031268,0.014229634,0.964294139,29.45807001,-98.41235213
415,2021-02-11,30,1319571.686,104,5318,0.006214656,273.3561574,0.021544142,0.90772813,29.54755708,-98.36580851
416,2021-02-11,42,1246878.049,55,5115,0.008759539,260.0494624,0.011470825,0.937394457,29.53632042,-98.38571696
417,2021-02-11,46,694468.9846,83,3293,0.014450491,218.1612556,0.026073712,0.966681705,29.43854688,-98.46457493
418,2021-02-11,43,488257.499,39,3143,0.014337575,162.8006663,0.013003847,0.954219666,29.43854135,-98.46845957
419,2021-02-11,5,932168.7149,29,4350,0.001193443,222.4980276,0.006921969,0.963117116,29.50977501,-98.39796337
420,2021-02-11,67,560746.7357,193,3318,0.02123992,177.7644124,0.061183649,0.950704502,29.43864199,-98.45867844
421,2021-02-11,50,770904.3018,194,3058,0.017324909,267.1169312,0.067220645,0.943760011,29.4392703,-98.45210482
422,2021-02-11,4,757459.1978,28,4275,0.000993611,188.1548572,0.006955274,0.941689419,29.48268574,-98.40356081
423,2021-02-11,38,817335.2808,116,3236,0.014775543,317.8045417,0.045104289,0.794752008,29.43925036,-98.44858115
424,2021-02-11,13,772507.4321,120,3268,0.004040958,240.1284549,0.037301149,0.984412211,29.44415025,-98.43431322
425,2021-02-11,4,917892.5123,28,4116,0.000995672,228.4800217,0.006969706,0.976041379,29.48657271,-98.40276278
426,2021-02-11,3,867919.9714,11,3810,0.000913562,264.2994467,0.003349726,0.861903119,29.49878554,-98.40024657
427,2021-02-11,1,807743.2614,17,4213,0.000256925,207.5293751,0.004367724,0.923851793,29.50645203,-98.39866805
428,2021-02-11,40,1355827.54,57,5480,0.008143628,276.033888,0.01160467,0.896316704,29.53745547,-98.38371908
429,2021-02-11,20,1265650.218,52,5450,0.004232134,267.8200529,0.011003548,0.86710982,29.54213841,-98.37541679
430,2021-02-11,19,1148257.441,48,5001,0.0040519,244.8749912,0.01023638,0.937644004,29.54324044,-98.37346405
431,2021-02-11,20,1260595.029,95,5043,0.004392798,276.8769559,0.02086579,0.902817171,29.55127638,-98.35870263
432,2021-02-11,25,706328.991,74,3278,0.008384042,236.8756759,0.024816764,0.909656896,29.43980803,-98.44340782
433,2021-02-11,12,819414.0577,42,4311,0.00287894,196.5869823,0.010076289,0.966875668,29.51298138,-98.39730034
434,2021-02-11,29,1306766.637,50,5227,0.006240792,281.2158232,0.010759986,0.889008236,29.53157545,-98.39093105
435,2021-02-11,28,1414964.485,27,5668,0.004980511,251.6873615,0.004802636,0.991868938,29.41324345,-98.50603732
436,2021-02-11,32,1163984.793,187,4711,0.007157577,260.3534513,0.041827089,0.949010163,29.42274177,-98.50167696
437,2021-02-11,30,1266729.982,97,5600,0.005526674,233.3601291,0.01786958,0.969324894,29.41787145,-98.5022613
438,2021-02-11,16,1450767.773,60,5669,0.002992493,271.3382725,0.011221849,0.943149171,29.40670473,-98.51014686
439,2021-02-11,1,243650.1418,0,983,0.00106388,259.214429,0.0,0.956211534,29.32674847,-98.59238943
440,2021-02-11,1,243614.0977,4,1076,0.001004317,244.6658283,0.004017269,0.92537301,29.33910938,-98.56231051
441,2021-02-11,3,645908.7253,12,3043,0.001046888,225.3979773,0.004187551,0.941714342,29.38644135,-98.5122688
442,2021-02-11,1,711714.6923,16,3037,0.000384322,273.5276717,0.006149153,0.856761358,29.38217862,-98.51267884
443,2021-02-11,4,713887.97,12,3020,0.00157333,280.795317,0.00471999,0.841847177,29.37198435,-98.51613633
444,2021-02-11,3,573555.0702,7,2893,0.001205929,230.5556407,0.002813835,0.859905917,29.36614126,-98.51983083
445,2021-02-11,2,491109.5172,4,2775,0.000723311,177.6123824,0.001446621,0.996419283,29.35391639,-98.52852746
447,2021-02-11,2,735335.4683,13,2933,0.000711132,261.4601861,0.004622356,0.958888004,29.37663535,-98.51402205
451,2021-02-11,5,738460.7396,15,4585,0.001107994,163.6420276,0.003323982,0.984222341,29.39016137,-98.51194099
466,2021-02-11,48,1397625.678,308,7556,0.007882396,229.5132998,0.050578705,0.805918388,29.43396671,-98.49778075
467,2021-02-11,46,1336927.243,170,5254,0.008967262,260.6212319,0.033139881,0.976355352,29.41314723,-98.50595977
468,2021-02-11,5,568622.8764,2,2782,0.001884327,214.2943054,0.000753731,0.953798361,29.67990024,-98.63844892
469,2021-02-11,4,635363.746,15,3380,0.001223623,194.3613532,0.004588585,0.967154409,29.66955993,-98.63270558
470,2021-02-11,2,748338.6825,2,3655,0.00057486,215.094973,0.00057486,0.951876386,29.65237206,-98.62434084
471,2021-02-11,2,783945.7012,1,3587,0.000582646,228.3813105,0.000291323,0.956960574,29.64034752,-98.61696106
474,2021-02-11,8,1021426.35,0,4660,0.001816296,231.9016228,0.0,0.945186158,29.60684311,-98.60220794
475,2021-02-11,11,1066648.841,0,4836,0.002465349,239.0601385,0.0,0.922630924,29.6036332,-98.60117032
476,2021-02-11,14,1060690.432,0,4728,0.003025202,229.200194,0.0,0.978805053,29.60065421,-98.60022046
477,2021-02-11,18,1055565.843,16,5082,0.003778236,221.5654005,0.003358432,0.937451321,29.5821559,-98.59681015
478,2021-02-11,5,1057894.572,15,5045,0.001011431,213.9975345,0.003034294,0.979878996,29.57789337,-98.5954037
479,2021-02-11,4,1075985.878,19,5024,0.000818342,220.1310813,0.003887124,0.972916511,29.57397053,-98.59414999
480,2021-02-11,13,1005675.46,8,4965,0.002735778,211.6388431,0.001683556,0.957068938,29.56536796,-98.59159502
481,2021-02-11,30,1045473.24,21,5290,0.005914795,206.1253376,0.004140357,0.95879524,29.561073,-98.59028737
482,2021-02-11,9,1162991.635,30,5874,0.00158629,204.9824176,0.005287633,0.96588637,29.54551648,-98.58006807
483,2021-02-11,3,1346686.868,31,6089,0.000525728,235.9967902,0.005432518,0.93716175,29.5422907,-98.57493601
484,2021-02-11,11,1236162.094,37,6343,0.001852481,208.1787666,0.006231071,0.936147495,29.52573366,-98.5567977
485,2021-02-11,9,1036066.998,21,5872,0.001541189,177.4195003,0.003596109,0.994490048,29.53052925,-98.56136109
